Clock, Solids Loading, Box Size, AAR, RT Clock, Not accounted for, CheckForPolymerTangles, Stage One, Stage Two, RunSimulation, CalcParticleBrownianMotion, CalcPolymerBrownianMotion, NudgeParticles
0.000000, 0.020000, 1.870551e-04, 2.500000e-06,     3.5,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.3
2640790230.478020, 0.020000, 1.870863e-04, 2.500578e-06,     9.3,    -0.2,     0.0,     0.0,     0.0,     3.4,     0.0,     0.0,     6.0
