Clock, Solids Loading, Box Size, AAR, RT Clock, Not accounted for, CheckForPolymerTangles, Stage One, Stage Two, RunSimulation, CalcParticleBrownianMotion, CalcPolymerBrownianMotion, NudgeParticles
0.000000, 0.023200, 7.121042e-07, 1.000000e-08,     1.8,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.7
145.698759, 0.023200, 7.122229e-07, 1.000231e-08,     6.0,    -0.0,     0.0,     0.0,     0.0,     2.6,     0.0,     0.0,     3.5
291.392200, 0.023200, 7.122229e-07, 1.000231e-08,     9.7,     0.1,     0.0,     0.0,     0.0,     4.7,     0.0,     0.0,     4.9
437.158451, 0.023200, 7.123415e-07, 1.000462e-08,    15.3,    -0.4,     0.0,     0.0,     0.0,     8.5,     0.0,     0.0,     7.2
582.919388, 0.023200, 7.123415e-07, 1.000462e-08,    20.9,    -0.1,     0.0,     0.0,     0.0,    11.3,     0.1,     0.0,     9.6
728.680325, 0.023200, 7.123415e-07, 1.000462e-08,    27.4,     0.2,     0.0,     0.0,     0.0,    14.6,     0.1,     0.0,    12.6
874.514069, 0.023200, 7.124601e-07, 1.000693e-08,    35.4,    -0.8,     0.0,     0.0,     0.0,    19.2,     0.2,     0.0,    16.8
1020.415307, 0.023200, 7.125786e-07, 1.000924e-08,    42.4,    -1.8,     0.0,     0.0,     0.0,    23.9,     0.2,     0.0,    20.1
1166.311236, 0.023200, 7.125786e-07, 1.000924e-08,    48.4,    -1.6,     0.0,     0.0,     0.0,    27.1,     0.2,     0.0,    22.6
1312.279967, 0.023200, 7.126971e-07, 1.001155e-08,    54.9,    -1.7,     0.0,     0.0,     0.0,    30.9,     0.3,     0.0,    25.5
1458.243393, 0.023200, 7.126971e-07, 1.001155e-08,    60.6,    -1.4,     0.0,     0.0,     0.0,    34.2,     0.3,     0.0,    27.5
1604.279618, 0.023200, 7.128156e-07, 1.001386e-08,    67.2,    -1.5,     0.0,     0.0,     0.0,    37.9,     0.4,     0.0,    30.4
1750.383339, 0.023200, 7.129340e-07, 1.001617e-08,    73.3,    -1.7,     0.0,     0.0,     0.0,    41.7,     0.4,     0.0,    32.9
1896.481759, 0.023200, 7.129340e-07, 1.001617e-08,    80.6,    -1.4,     0.0,     0.0,     0.0,    45.0,     0.4,     0.0,    36.6
2042.652974, 0.023200, 7.130524e-07, 1.001848e-08,    88.5,    -2.8,     0.0,     0.0,     0.0,    50.2,     0.5,     0.0,    40.7
2188.891685, 0.023200, 7.131707e-07, 1.002079e-08,    95.5,    -3.8,     0.0,     0.0,     0.0,    54.8,     0.5,     0.0,    44.0
2335.197892, 0.023200, 7.132891e-07, 1.002310e-08,   101.8,    -3.9,     0.0,     0.0,     0.0,    58.4,     0.5,     0.0,    46.8
2481.571595, 0.023200, 7.134073e-07, 1.002541e-08,   108.2,    -4.5,     0.0,     0.0,     0.0,    62.5,     0.6,     0.0,    49.6
2628.012795, 0.023200, 7.135256e-07, 1.002772e-08,   115.4,    -5.0,     0.0,     0.0,     0.0,    66.5,     0.6,     0.0,    53.3
2774.448710, 0.023200, 7.135256e-07, 1.002772e-08,   121.8,    -4.7,     0.0,     0.0,     0.0,    69.8,     0.6,     0.0,    56.2
2920.884626, 0.023200, 7.135256e-07, 1.002772e-08,   128.3,    -4.4,     0.0,     0.0,     0.0,    73.1,     0.6,     0.0,    59.0
3067.393323, 0.023200, 7.136437e-07, 1.003003e-08,   134.6,    -4.5,     0.0,     0.0,     0.0,    76.7,     0.7,     0.0,    61.8
3213.896740, 0.023200, 7.136437e-07, 1.003003e-08,   140.8,    -4.3,     0.0,     0.0,     0.0,    80.0,     0.7,     0.0,    64.3
3360.400156, 0.023200, 7.136437e-07, 1.003003e-08,   146.8,    -4.0,     0.0,     0.0,     0.0,    83.3,     0.7,     0.0,    66.7
3506.903572, 0.023200, 7.136437e-07, 1.003003e-08,   153.2,    -3.7,     0.0,     0.0,     0.0,    86.7,     0.8,     0.0,    69.5
3653.406989, 0.023200, 7.136437e-07, 1.003003e-08,   159.4,    -3.4,     0.0,     0.0,     0.0,    89.9,     0.8,     0.0,    72.2
3799.910405, 0.023200, 7.136437e-07, 1.003003e-08,   165.5,    -3.2,     0.0,     0.0,     0.0,    93.2,     0.8,     0.0,    74.6
