Clock, Solids Loading, Box Size, AAR, RT Clock, Not accounted for, CheckForPolymerTangles, Stage One, Stage Two, RunSimulation, CalcParticleBrownianMotion, CalcPolymerBrownianMotion, NudgeParticles
0.000000, 0.020000, 7.482204e-07, 1.000000e-08,     2.9,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.8
169.010560, 0.020000, 7.483451e-07, 1.000231e-08,    14.3,    -0.3,     0.0,     0.0,     0.0,     5.6,     0.0,     0.0,     9.0
338.099412, 0.020000, 7.484697e-07, 1.000462e-08,    26.5,    -0.7,     0.0,     0.0,     0.0,    13.4,     0.1,     0.0,    13.8
507.266555, 0.020000, 7.485943e-07, 1.000693e-08,    40.0,    -2.0,     0.0,     0.0,     0.0,    20.9,     0.1,     0.0,    20.9
676.427537, 0.020000, 7.485943e-07, 1.000693e-08,    58.1,    -1.7,     0.0,     0.0,     0.0,    31.3,     0.2,     0.0,    28.3
845.672973, 0.020000, 7.487189e-07, 1.000924e-08,    90.6,    -9.0,     0.0,     0.0,     0.0,    54.5,     0.3,     0.0,    44.9
1014.996701, 0.020000, 7.488434e-07, 1.001155e-08,   122.8,   -12.0,     0.0,     0.0,     0.0,    79.1,     0.3,     0.0,    55.4
1184.398723, 0.020000, 7.489679e-07, 1.001386e-08,   143.1,   -14.2,     0.0,     0.0,     0.0,    94.1,     0.4,     0.0,    62.7
1353.794594, 0.020000, 7.489679e-07, 1.001386e-08,   161.4,   -13.8,     0.0,     0.0,     0.0,   104.0,     0.4,     0.0,    70.8
1523.274909, 0.020000, 7.490923e-07, 1.001617e-08,   186.6,   -17.4,     0.0,     0.0,     0.0,   121.6,     0.5,     0.0,    82.0
1692.833519, 0.020000, 7.492167e-07, 1.001848e-08,   202.8,   -17.9,     0.0,     0.0,     0.0,   131.0,     0.5,     0.0,    89.2
1862.385985, 0.020000, 7.492167e-07, 1.001848e-08,   222.0,   -17.6,     0.0,     0.0,     0.0,   141.7,     0.6,     0.0,    97.4
2031.938450, 0.020000, 7.492167e-07, 1.001848e-08,   242.1,   -17.3,     0.0,     0.0,     0.0,   153.5,     0.6,     0.0,   105.3
2201.490916, 0.020000, 7.492167e-07, 1.001848e-08,   264.4,   -17.0,     0.0,     0.0,     0.0,   166.3,     0.7,     0.0,   114.5
2371.043382, 0.020000, 7.492167e-07, 1.001848e-08,   284.8,   -16.6,     0.0,     0.0,     0.0,   179.0,     0.7,     0.0,   121.7
2540.680287, 0.020000, 7.493410e-07, 1.002079e-08,   309.2,   -20.5,     0.0,     0.0,     0.0,   194.6,     0.8,     0.0,   134.3
2710.395486, 0.020000, 7.494653e-07, 1.002310e-08,   328.2,   -21.6,     0.0,     0.0,     0.0,   207.4,     0.8,     0.0,   141.6
2880.104549, 0.020000, 7.494653e-07, 1.002310e-08,   340.4,   -21.3,     0.0,     0.0,     0.0,   215.0,     0.9,     0.0,   145.8
3049.898045, 0.020000, 7.495896e-07, 1.002541e-08,   355.5,   -22.7,     0.0,     0.0,     0.0,   223.6,     0.9,     0.0,   153.7
3219.769837, 0.020000, 7.497138e-07, 1.002772e-08,   369.0,   -23.3,     0.0,     0.0,     0.0,   231.4,     0.9,     0.0,   159.8
3389.635499, 0.020000, 7.497138e-07, 1.002772e-08,   380.5,   -23.0,     0.0,     0.0,     0.0,   238.5,     1.0,     0.0,   164.0
3559.501161, 0.020000, 7.497138e-07, 1.002772e-08,   393.6,   -22.7,     0.0,     0.0,     0.0,   246.0,     1.0,     0.0,   169.3
3729.366824, 0.020000, 7.497138e-07, 1.002772e-08,   405.2,   -22.4,     0.0,     0.0,     0.0,   253.2,     1.1,     0.0,   173.5
3899.316913, 0.020000, 7.498380e-07, 1.003003e-08,   422.5,   -24.2,     0.0,     0.0,     0.0,   263.0,     1.1,     0.0,   182.5
4069.345299, 0.020000, 7.499622e-07, 1.003234e-08,   446.2,   -25.2,     0.0,     0.0,     0.0,   278.5,     1.2,     0.0,   191.6
4239.367563, 0.020000, 7.499622e-07, 1.003234e-08,   465.6,   -24.8,     0.0,     0.0,     0.0,   289.4,     1.3,     0.0,   199.7
4409.389827, 0.020000, 7.499622e-07, 1.003234e-08,   484.7,   -24.5,     0.0,     0.0,     0.0,   301.0,     1.3,     0.0,   206.9
4579.412091, 0.020000, 7.499622e-07, 1.003234e-08,   497.9,   -24.2,     0.0,     0.0,     0.0,   309.9,     1.4,     0.0,   210.9
4749.518775, 0.020000, 7.500863e-07, 1.003340e-08,   511.3,   -25.6,     0.0,     0.0,     0.0,   318.3,     1.4,     0.0,   217.2
4919.620171, 0.020000, 7.500863e-07, 1.003340e-08,   522.5,   -25.3,     0.0,     0.0,     0.0,   325.2,     1.4,     0.0,   221.2
5089.805985, 0.020000, 7.502103e-07, 1.003571e-08,   535.3,   -25.9,     0.0,     0.0,     0.0,   332.8,     1.5,     0.0,   226.9
5260.070094, 0.020000, 7.503344e-07, 1.003802e-08,   549.0,   -26.4,     0.0,     0.0,     0.0,   340.4,     1.6,     0.0,   233.4
5430.328089, 0.020000, 7.503344e-07, 1.003802e-08,   568.0,   -26.1,     0.0,     0.0,     0.0,   350.1,     1.6,     0.0,   242.4
5600.586083, 0.020000, 7.503344e-07, 1.003802e-08,   591.9,   -25.7,     0.0,     0.0,     0.0,   366.0,     1.7,     0.0,   249.9
5770.928488, 0.020000, 7.504583e-07, 1.004033e-08,   607.4,   -27.1,     0.0,     0.0,     0.0,   376.3,     1.7,     0.0,   256.4
5941.349191, 0.020000, 7.505823e-07, 1.004264e-08,   620.2,   -27.5,     0.0,     0.0,     0.0,   384.0,     1.8,     0.0,   262.0
6111.848190, 0.020000, 7.507062e-07, 1.004495e-08,   632.8,   -28.8,     0.0,     0.0,     0.0,   392.3,     1.8,     0.0,   267.4
6282.341086, 0.020000, 7.507062e-07, 1.004495e-08,   644.5,   -28.5,     0.0,     0.0,     0.0,   399.0,     1.9,     0.0,   272.2
6452.918383, 0.020000, 7.508300e-07, 1.004726e-08,   659.4,   -31.4,     0.0,     0.0,     0.0,   408.4,     1.9,     0.0,   280.5
6623.489580, 0.020000, 7.508300e-07, 1.004726e-08,   671.3,   -31.2,     0.0,     0.0,     0.0,   414.9,     1.9,     0.0,   285.7
6794.060777, 0.020000, 7.508300e-07, 1.004726e-08,   683.3,   -30.9,     0.0,     0.0,     0.0,   421.1,     2.0,     0.0,   291.2
6964.631974, 0.020000, 7.508300e-07, 1.004726e-08,   695.3,   -30.6,     0.0,     0.0,     0.0,   427.8,     2.0,     0.0,   296.2
7135.287570, 0.020000, 7.509539e-07, 1.004832e-08,   707.1,   -31.0,     0.0,     0.0,     0.0,   434.8,     2.0,     0.0,   301.3
7305.937878, 0.020000, 7.509539e-07, 1.004832e-08,   716.7,   -30.8,     0.0,     0.0,     0.0,   440.6,     2.1,     0.0,   304.8
7476.588185, 0.020000, 7.509539e-07, 1.004832e-08,   726.5,   -30.6,     0.0,     0.0,     0.0,   446.7,     2.1,     0.0,   308.3
7647.322889, 0.020000, 7.510776e-07, 1.005063e-08,   737.0,   -31.0,     0.0,     0.0,     0.0,   453.2,     2.2,     0.0,   312.6
7818.051495, 0.020000, 7.510776e-07, 1.005063e-08,   748.1,   -30.7,     0.0,     0.0,     0.0,   459.0,     2.2,     0.0,   317.7
7988.864495, 0.020000, 7.512014e-07, 1.005294e-08,   760.1,   -31.9,     0.0,     0.0,     0.0,   466.4,     2.3,     0.0,   323.4
8159.755792, 0.020000, 7.513251e-07, 1.005525e-08,   773.4,   -35.2,     0.0,     0.0,     0.0,   475.8,     2.3,     0.0,   330.4
8330.725387, 0.020000, 7.514487e-07, 1.005630e-08,   785.1,   -36.3,     0.0,     0.0,     0.0,   483.1,     2.3,     0.0,   335.9
8501.689691, 0.020000, 7.514487e-07, 1.005630e-08,   794.6,   -36.0,     0.0,     0.0,     0.0,   488.9,     2.4,     0.0,   339.4
8672.738380, 0.020000, 7.515723e-07, 1.005861e-08,   805.7,   -36.5,     0.0,     0.0,     0.0,   495.4,     2.4,     0.0,   344.5
8843.865365, 0.020000, 7.516959e-07, 1.006092e-08,   819.2,   -37.6,     0.0,     0.0,     0.0,   502.7,     2.4,     0.0,   351.6
9015.070645, 0.020000, 7.518194e-07, 1.006323e-08,   831.7,   -39.5,     0.0,     0.0,     0.0,   510.8,     2.5,     0.0,   358.0
9186.269846, 0.020000, 7.518194e-07, 1.006323e-08,   841.2,   -39.3,     0.0,     0.0,     0.0,   516.5,     2.5,     0.0,   361.5
9357.469047, 0.020000, 7.518194e-07, 1.006323e-08,   851.7,   -39.0,     0.0,     0.0,     0.0,   522.6,     2.5,     0.0,   365.7
9528.752624, 0.020000, 7.519429e-07, 1.006554e-08,   863.9,   -40.2,     0.0,     0.0,     0.0,   529.7,     2.6,     0.0,   371.8
9700.114498, 0.020000, 7.520664e-07, 1.006785e-08,   874.7,   -40.6,     0.0,     0.0,     0.0,   536.1,     2.6,     0.0,   376.6
9871.470301, 0.020000, 7.520664e-07, 1.006785e-08,   885.6,   -40.4,     0.0,     0.0,     0.0,   541.8,     2.6,     0.0,   381.5
10042.910473, 0.020000, 7.521898e-07, 1.007016e-08,   895.5,   -40.8,     0.0,     0.0,     0.0,   548.1,     2.6,     0.0,   385.5
10214.344577, 0.020000, 7.521898e-07, 1.007016e-08,   905.5,   -40.6,     0.0,     0.0,     0.0,   553.8,     2.7,     0.0,   389.6
10385.778681, 0.020000, 7.521898e-07, 1.007016e-08,   915.5,   -40.4,     0.0,     0.0,     0.0,   559.5,     2.7,     0.0,   393.7
10557.297152, 0.020000, 7.523132e-07, 1.007247e-08,   925.5,   -40.8,     0.0,     0.0,     0.0,   565.8,     2.7,     0.0,   397.8
10728.809558, 0.020000, 7.523132e-07, 1.007247e-08,   934.7,   -40.7,     0.0,     0.0,     0.0,   571.3,     2.8,     0.0,   401.3
10900.321964, 0.020000, 7.523132e-07, 1.007247e-08,   944.6,   -40.5,     0.0,     0.0,     0.0,   576.8,     2.8,     0.0,   405.4
11071.834371, 0.020000, 7.523132e-07, 1.007247e-08,   953.9,   -40.3,     0.0,     0.0,     0.0,   582.5,     2.8,     0.0,   408.9
11243.346777, 0.020000, 7.523132e-07, 1.007247e-08,   963.9,   -40.1,     0.0,     0.0,     0.0,   588.1,     2.9,     0.0,   413.1
11414.859183, 0.020000, 7.523132e-07, 1.007247e-08,   974.1,   -39.9,     0.0,     0.0,     0.0,   593.8,     2.9,     0.0,   417.2
11586.371589, 0.020000, 7.523132e-07, 1.007247e-08,   983.5,   -39.6,     0.0,     0.0,     0.0,   599.5,     3.0,     0.0,   420.6
11757.883996, 0.020000, 7.523132e-07, 1.007247e-08,   992.8,   -39.4,     0.0,     0.0,     0.0,   605.0,     3.0,     0.0,   424.2
11929.396402, 0.020000, 7.523132e-07, 1.007247e-08,  1002.1,   -39.2,     0.0,     0.0,     0.0,   610.8,     3.0,     0.0,   427.5
12100.908808, 0.020000, 7.523132e-07, 1.007247e-08,  1011.4,   -39.1,     0.0,     0.0,     0.0,   616.6,     3.1,     0.0,   430.8
12272.421214, 0.020000, 7.523132e-07, 1.007247e-08,  1021.6,   -38.8,     0.0,     0.0,     0.0,   622.5,     3.1,     0.0,   434.9
12443.933621, 0.020000, 7.523132e-07, 1.007247e-08,  1031.5,   -38.6,     0.0,     0.0,     0.0,   628.2,     3.1,     0.0,   438.9
12615.530391, 0.020000, 7.524365e-07, 1.007478e-08,  1042.9,   -39.7,     0.0,     0.0,     0.0,   635.3,     3.2,     0.0,   444.3
12787.121101, 0.020000, 7.524365e-07, 1.007478e-08,  1053.5,   -39.5,     0.0,     0.0,     0.0,   640.9,     3.2,     0.0,   448.9
12958.711810, 0.020000, 7.524365e-07, 1.007478e-08,  1064.4,   -39.3,     0.0,     0.0,     0.0,   646.7,     3.2,     0.0,   453.7
13130.302519, 0.020000, 7.524365e-07, 1.007478e-08,  1073.8,   -39.1,     0.0,     0.0,     0.0,   652.5,     3.3,     0.0,   457.2
13301.893229, 0.020000, 7.524365e-07, 1.007478e-08,  1083.9,   -38.9,     0.0,     0.0,     0.0,   658.2,     3.3,     0.0,   461.3
13473.483938, 0.020000, 7.524365e-07, 1.007478e-08,  1093.1,   -38.6,     0.0,     0.0,     0.0,   663.7,     3.4,     0.0,   464.6
13645.074648, 0.020000, 7.524365e-07, 1.007478e-08,  1102.3,   -38.5,     0.0,     0.0,     0.0,   669.4,     3.4,     0.0,   467.9
13816.665357, 0.020000, 7.524365e-07, 1.007478e-08,  1111.6,   -38.2,     0.0,     0.0,     0.0,   675.1,     3.5,     0.0,   471.2
13988.256066, 0.020000, 7.524365e-07, 1.007478e-08,  1120.8,   -38.0,     0.0,     0.0,     0.0,   680.8,     3.5,     0.0,   474.5
14159.846776, 0.020000, 7.524365e-07, 1.007478e-08,  1130.3,   -37.7,     0.0,     0.0,     0.0,   686.5,     3.5,     0.0,   478.0
