Clock, Solids Loading, Box Size, AAR, average X Loc, average Y Loc, average Z Loc, Largest Particle Radius, lengthOfSubparticleList, Total Ellipsoids that Merged, Max. WillFit retries, maxLenNpHoldAreClose, Viscosity Scaler
0.000000, 0.023200, 7.121042e-07, 1.000000e-08, 0.501021, 0.501021, 0.488608, 1.000000e-08, 2000, 0, 0, 0, 0.000000
145.698759, 0.023200, 7.122229e-07, 1.000231e-08, 0.492868, 0.492868, 0.513805, 1.462009e-08, 2000, 0, 0, 0, 0.000000
291.465011, 0.023200, 7.123415e-07, 1.000462e-08, 0.495189, 0.495189, 0.496438, 1.462009e-08, 2000, 0, 0, 0, 0.000000
437.225948, 0.023200, 7.123415e-07, 1.000462e-08, 0.497890, 0.497890, 0.501623, 1.462009e-08, 2000, 0, 0, 0, 0.000000
582.986884, 0.023200, 7.123415e-07, 1.000462e-08, 0.495812, 0.495812, 0.503852, 1.462009e-08, 2000, 0, 0, 0, 0.000000
728.820629, 0.023200, 7.124601e-07, 1.000693e-08, 0.500342, 0.500342, 0.501835, 1.462009e-08, 2000, 0, 0, 0, 0.000000
874.721867, 0.023200, 7.125786e-07, 1.000924e-08, 0.502065, 0.502065, 0.501120, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1020.617796, 0.023200, 7.125786e-07, 1.000924e-08, 0.509131, 0.509131, 0.498685, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1166.513725, 0.023200, 7.125786e-07, 1.000924e-08, 0.497244, 0.497244, 0.499900, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1312.409655, 0.023200, 7.125786e-07, 1.000924e-08, 0.489578, 0.489578, 0.503013, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1458.305584, 0.023200, 7.125786e-07, 1.000924e-08, 0.514529, 0.514529, 0.499706, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1604.274315, 0.023200, 7.126971e-07, 1.001155e-08, 0.498064, 0.498064, 0.499881, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1750.237741, 0.023200, 7.126971e-07, 1.001155e-08, 0.494588, 0.494588, 0.500290, 1.462009e-08, 2000, 0, 0, 0, 0.000000
1896.201168, 0.023200, 7.126971e-07, 1.001155e-08, 0.509222, 0.509222, 0.498842, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2042.164594, 0.023200, 7.126971e-07, 1.001155e-08, 0.501400, 0.501400, 0.499585, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2188.200819, 0.023200, 7.128156e-07, 1.001386e-08, 0.500183, 0.500183, 0.509455, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2334.304540, 0.023200, 7.129340e-07, 1.001617e-08, 0.509653, 0.509653, 0.506019, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2480.475755, 0.023200, 7.130524e-07, 1.001848e-08, 0.508649, 0.508649, 0.505282, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2626.714466, 0.023200, 7.131707e-07, 1.002079e-08, 0.503277, 0.503277, 0.495923, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2773.020673, 0.023200, 7.132891e-07, 1.002310e-08, 0.497882, 0.497882, 0.489075, 1.462009e-08, 2000, 0, 0, 0, 0.000000
2919.321590, 0.023200, 7.132891e-07, 1.002310e-08, 0.509351, 0.509351, 0.498853, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3065.622506, 0.023200, 7.132891e-07, 1.002310e-08, 0.492733, 0.492733, 0.509469, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3211.923423, 0.023200, 7.132891e-07, 1.002310e-08, 0.502478, 0.502478, 0.513248, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3358.224340, 0.023200, 7.132891e-07, 1.002310e-08, 0.499855, 0.499855, 0.491362, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3504.525256, 0.023200, 7.132891e-07, 1.002310e-08, 0.491252, 0.491252, 0.498353, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3650.826173, 0.023200, 7.132891e-07, 1.002310e-08, 0.497376, 0.497376, 0.487206, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3797.199876, 0.023200, 7.134073e-07, 1.002541e-08, 0.507074, 0.507074, 0.500493, 1.462009e-08, 2000, 0, 0, 0, 0.000000
3943.641076, 0.023200, 7.135256e-07, 1.002772e-08, 0.494378, 0.494378, 0.501775, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4090.149774, 0.023200, 7.136437e-07, 1.003003e-08, 0.505623, 0.505623, 0.500935, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4236.653190, 0.023200, 7.136437e-07, 1.003003e-08, 0.498109, 0.498109, 0.498223, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4383.156607, 0.023200, 7.136437e-07, 1.003003e-08, 0.494802, 0.494802, 0.500951, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4529.660023, 0.023200, 7.136437e-07, 1.003003e-08, 0.506570, 0.506570, 0.499683, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4676.236218, 0.023200, 7.137619e-07, 1.003234e-08, 0.496126, 0.496126, 0.509275, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4822.879912, 0.023200, 7.138800e-07, 1.003465e-08, 0.510546, 0.510546, 0.495213, 1.462009e-08, 2000, 0, 0, 0, 0.000000
4969.518331, 0.023200, 7.138800e-07, 1.003465e-08, 0.507620, 0.507620, 0.489036, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5116.156750, 0.023200, 7.138800e-07, 1.003465e-08, 0.495604, 0.495604, 0.507845, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5262.795168, 0.023200, 7.138800e-07, 1.003465e-08, 0.489819, 0.489819, 0.507908, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5409.433587, 0.023200, 7.138800e-07, 1.003465e-08, 0.501295, 0.501295, 0.502793, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5556.072006, 0.023200, 7.138800e-07, 1.003465e-08, 0.504535, 0.504535, 0.510671, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5702.783198, 0.023200, 7.139981e-07, 1.003696e-08, 0.505642, 0.505642, 0.507975, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5849.561890, 0.023200, 7.141161e-07, 1.003927e-08, 0.504949, 0.504949, 0.491478, 1.462009e-08, 2000, 0, 0, 0, 0.000000
5996.335313, 0.023200, 7.141161e-07, 1.003927e-08, 0.499235, 0.499235, 0.511749, 1.462009e-08, 2000, 0, 0, 0, 0.000000
6143.108736, 0.023200, 7.141161e-07, 1.003927e-08, 0.498245, 0.498245, 0.496295, 1.462009e-08, 2000, 0, 0, 0, 0.000000
6289.882159, 0.023200, 7.141161e-07, 1.003927e-08, 0.502174, 0.502174, 0.499054, 1.462009e-08, 2000, 0, 0, 0, 0.000000
6436.655582, 0.023200, 7.141161e-07, 1.003927e-08, 0.505251, 0.505251, 0.497880, 1.462009e-08, 2000, 0, 0, 0, 0.000000
6583.429005, 0.023200, 7.141161e-07, 1.003927e-08, 0.502308, 0.502308, 0.493021, 1.462009e-08, 2000, 0, 0, 0, 0.000000
6730.202429, 0.023200, 7.141161e-07, 1.003927e-08, 0.508596, 0.508596, 0.498509, 1.462009e-08, 2000, 0, 0, 0, 0.000000
6876.975852, 0.023200, 7.141161e-07, 1.003927e-08, 0.508149, 0.508149, 0.496924, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7023.749275, 0.023200, 7.141161e-07, 1.003927e-08, 0.494815, 0.494815, 0.499302, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7170.522698, 0.023200, 7.141161e-07, 1.003927e-08, 0.500843, 0.500843, 0.495697, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7317.296121, 0.023200, 7.141161e-07, 1.003927e-08, 0.501582, 0.501582, 0.499041, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7464.069544, 0.023200, 7.141161e-07, 1.003927e-08, 0.500442, 0.500442, 0.498044, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7610.842967, 0.023200, 7.141161e-07, 1.003927e-08, 0.496256, 0.496256, 0.501579, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7757.616391, 0.023200, 7.141161e-07, 1.003927e-08, 0.501345, 0.501345, 0.492814, 1.462009e-08, 2000, 0, 0, 0, 0.000000
7904.389814, 0.023200, 7.141161e-07, 1.003927e-08, 0.511976, 0.511976, 0.510822, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8051.163237, 0.023200, 7.141161e-07, 1.003927e-08, 0.506452, 0.506452, 0.502064, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8197.936660, 0.023200, 7.141161e-07, 1.003927e-08, 0.499557, 0.499557, 0.499229, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8344.710083, 0.023200, 7.141161e-07, 1.003927e-08, 0.485517, 0.485517, 0.499873, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8491.483506, 0.023200, 7.141161e-07, 1.003927e-08, 0.493644, 0.493644, 0.498404, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8638.256929, 0.023200, 7.141161e-07, 1.003927e-08, 0.503017, 0.503017, 0.511339, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8785.030353, 0.023200, 7.141161e-07, 1.003927e-08, 0.518340, 0.518340, 0.491043, 1.462009e-08, 2000, 0, 0, 0, 0.000000
8931.803776, 0.023200, 7.141161e-07, 1.003927e-08, 0.501174, 0.501174, 0.494697, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9078.577199, 0.023200, 7.141161e-07, 1.003927e-08, 0.512046, 0.512046, 0.499818, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9225.350622, 0.023200, 7.141161e-07, 1.003927e-08, 0.497151, 0.497151, 0.490321, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9372.124045, 0.023200, 7.141161e-07, 1.003927e-08, 0.506827, 0.506827, 0.497242, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9518.897468, 0.023200, 7.141161e-07, 1.003927e-08, 0.495946, 0.495946, 0.509395, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9665.670891, 0.023200, 7.141161e-07, 1.003927e-08, 0.501217, 0.501217, 0.492390, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9812.444314, 0.023200, 7.141161e-07, 1.003927e-08, 0.507643, 0.507643, 0.501124, 1.462009e-08, 2000, 0, 0, 0, 0.000000
9959.217738, 0.023200, 7.141161e-07, 1.003927e-08, 0.502605, 0.502605, 0.506175, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10105.991161, 0.023200, 7.141161e-07, 1.003927e-08, 0.500411, 0.500411, 0.497273, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10252.764584, 0.023200, 7.141161e-07, 1.003927e-08, 0.487786, 0.487786, 0.494643, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10399.538007, 0.023200, 7.141161e-07, 1.003927e-08, 0.493237, 0.493237, 0.510259, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10546.311430, 0.023200, 7.141161e-07, 1.003927e-08, 0.497572, 0.497572, 0.499228, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10693.084853, 0.023200, 7.141161e-07, 1.003927e-08, 0.509996, 0.509996, 0.515120, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10839.858276, 0.023200, 7.141161e-07, 1.003927e-08, 0.499127, 0.499127, 0.499922, 1.462009e-08, 2000, 0, 0, 0, 0.000000
10986.631700, 0.023200, 7.141161e-07, 1.003927e-08, 0.492182, 0.492182, 0.502011, 1.462009e-08, 2000, 0, 0, 0, 0.000000
11133.405123, 0.023200, 7.141161e-07, 1.003927e-08, 0.496950, 0.496950, 0.501441, 1.462009e-08, 2000, 0, 0, 0, 0.000000
11280.178546, 0.023200, 7.141161e-07, 1.003927e-08, 0.497201, 0.497201, 0.499770, 1.462009e-08, 2000, 0, 0, 0, 0.000000
11426.951969, 0.023200, 7.141161e-07, 1.003927e-08, 0.511171, 0.511171, 0.495851, 1.462009e-08, 2000, 0, 0, 0, 0.000000
11573.725392, 0.023200, 7.141161e-07, 1.003927e-08, 0.502495, 0.502495, 0.497249, 1.462009e-08, 2000, 0, 0, 0, 0.000000
11720.498815, 0.023200, 7.141161e-07, 1.003927e-08, 0.492638, 0.492638, 0.507640, 1.462009e-08, 2000, 0, 0, 0, 0.000000
11867.272238, 0.023200, 7.141161e-07, 1.003927e-08, 0.512327, 0.512327, 0.490643, 1.462009e-08, 2000, 0, 0, 0, 0.000000
12014.045662, 0.023200, 7.141161e-07, 1.003927e-08, 0.506642, 0.506642, 0.499933, 1.462009e-08, 2000, 0, 0, 0, 0.000000
12160.819085, 0.023200, 7.141161e-07, 1.003927e-08, 0.489378, 0.489378, 0.500499, 1.462009e-08, 2000, 0, 0, 0, 0.000000
12307.592508, 0.023200, 7.141161e-07, 1.003927e-08, 0.513243, 0.513243, 0.500103, 1.462009e-08, 2000, 0, 0, 0, 0.000000
