Clock, Solids Loading, Box Size, AAR, RT Clock, Not accounted for, CheckForPolymerTangles, Stage One, Stage Two, RunSimulation, CalcParticleBrownianMotion, CalcPolymerBrownianMotion, NudgeParticles
0.000000, 0.023200, 7.121042e-07, 1.000000e-08,     1.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.3
145.698759, 0.023200, 7.122229e-07, 1.000231e-08,     5.4,    -0.1,     0.0,     0.0,     0.0,     2.3,     0.0,     0.0,     3.2
291.465011, 0.023200, 7.123415e-07, 1.000462e-08,     9.2,    -0.5,     0.0,     0.0,     0.0,     4.8,     0.0,     0.0,     4.8
437.225948, 0.023200, 7.123415e-07, 1.000462e-08,    12.5,    -0.4,     0.0,     0.0,     0.0,     6.8,     0.0,     0.0,     6.0
583.059692, 0.023200, 7.124601e-07, 1.000693e-08,    16.4,    -0.5,     0.0,     0.0,     0.0,     9.1,     0.1,     0.0,     7.7
728.960930, 0.023200, 7.125786e-07, 1.000924e-08,    21.1,    -1.6,     0.0,     0.0,     0.0,    12.5,     0.1,     0.0,    10.1
874.856859, 0.023200, 7.125786e-07, 1.000924e-08,    24.7,    -1.5,     0.0,     0.0,     0.0,    14.5,     0.1,     0.0,    11.6
1020.752788, 0.023200, 7.125786e-07, 1.000924e-08,    28.3,    -1.4,     0.0,     0.0,     0.0,    16.6,     0.1,     0.0,    13.0
1166.721520, 0.023200, 7.126971e-07, 1.001155e-08,    32.6,    -2.0,     0.0,     0.0,     0.0,    19.3,     0.1,     0.0,    15.2
1312.757746, 0.023200, 7.128156e-07, 1.001386e-08,    37.2,    -2.6,     0.0,     0.0,     0.0,    22.1,     0.1,     0.0,    17.6
1458.788669, 0.023200, 7.128156e-07, 1.001386e-08,    40.5,    -2.5,     0.0,     0.0,     0.0,    24.1,     0.1,     0.0,    18.9
