Clock, Solids Loading, Box Size, AAR, RT Clock, Not accounted for, CheckForPolymerTangles, Stage One, Stage Two, RunSimulation, CalcParticleBrownianMotion, CalcPolymerBrownianMotion, NudgeParticles
0.000000, 0.023200, 7.121042e-07, 1.000000e-08,     1.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.1
145.698759, 0.023200, 7.122229e-07, 1.000231e-08,     4.9,    -0.3,     0.0,     0.0,     0.0,     2.3,     0.0,     0.0,     2.9
291.392200, 0.023200, 7.122229e-07, 1.000231e-08,     8.1,    -0.2,     0.0,     0.0,     0.0,     4.1,     0.0,     0.0,     4.2
437.158451, 0.023200, 7.123415e-07, 1.000462e-08,    12.0,    -0.7,     0.0,     0.0,     0.0,     6.6,     0.0,     0.0,     6.2
582.919388, 0.023200, 7.123415e-07, 1.000462e-08,    15.3,    -0.6,     0.0,     0.0,     0.0,     8.4,     0.0,     0.0,     7.5
728.753132, 0.023200, 7.124601e-07, 1.000693e-08,    18.7,    -0.7,     0.0,     0.0,     0.0,    10.4,     0.1,     0.0,     9.0
874.654370, 0.023200, 7.125786e-07, 1.000924e-08,    21.9,    -0.8,     0.0,     0.0,     0.0,    12.4,     0.1,     0.0,    10.3
1020.623101, 0.023200, 7.126971e-07, 1.001155e-08,    25.4,    -0.9,     0.0,     0.0,     0.0,    14.4,     0.1,     0.0,    11.8
1166.659327, 0.023200, 7.128156e-07, 1.001386e-08,    29.2,    -1.0,     0.0,     0.0,     0.0,    16.4,     0.1,     0.0,    13.7
1312.690250, 0.023200, 7.128156e-07, 1.001386e-08,    32.4,    -0.9,     0.0,     0.0,     0.0,    18.2,     0.1,     0.0,    14.9
1458.793970, 0.023200, 7.129340e-07, 1.001617e-08,    37.1,    -1.2,     0.0,     0.0,     0.0,    21.1,     0.1,     0.0,    17.1
1604.892391, 0.023200, 7.129340e-07, 1.001617e-08,    40.1,    -1.1,     0.0,     0.0,     0.0,    22.9,     0.1,     0.0,    18.2
1750.990812, 0.023200, 7.129340e-07, 1.001617e-08,    43.8,    -1.0,     0.0,     0.0,     0.0,    24.7,     0.2,     0.0,    19.9
1897.089232, 0.023200, 7.129340e-07, 1.001617e-08,    47.0,    -0.9,     0.0,     0.0,     0.0,    26.5,     0.2,     0.0,    21.2
2043.187653, 0.023200, 7.129340e-07, 1.001617e-08,    50.1,    -0.7,     0.0,     0.0,     0.0,    28.3,     0.2,     0.0,    22.3
2189.286074, 0.023200, 7.129340e-07, 1.001617e-08,    53.1,    -0.6,     0.0,     0.0,     0.0,    30.1,     0.2,     0.0,    23.5
2335.384495, 0.023200, 7.129340e-07, 1.001617e-08,    56.3,    -0.5,     0.0,     0.0,     0.0,    31.9,     0.2,     0.0,    24.8
2481.482915, 0.023200, 7.129340e-07, 1.001617e-08,    59.6,    -0.4,     0.0,     0.0,     0.0,    33.7,     0.2,     0.0,    26.1
2627.654131, 0.023200, 7.130524e-07, 1.001848e-08,    63.4,    -0.7,     0.0,     0.0,     0.0,    35.9,     0.2,     0.0,    27.9
2773.820050, 0.023200, 7.130524e-07, 1.001848e-08,    66.5,    -0.6,     0.0,     0.0,     0.0,    37.8,     0.3,     0.0,    29.0
2919.985968, 0.023200, 7.130524e-07, 1.001848e-08,    69.7,    -0.5,     0.0,     0.0,     0.0,    39.6,     0.3,     0.0,    30.3
3066.151887, 0.023200, 7.130524e-07, 1.001848e-08,    72.9,    -0.4,     0.0,     0.0,     0.0,    41.4,     0.3,     0.0,    31.6
3212.390598, 0.023200, 7.131707e-07, 1.002079e-08,    76.4,    -0.5,     0.0,     0.0,     0.0,    43.5,     0.3,     0.0,    33.2
3358.624015, 0.023200, 7.131707e-07, 1.002079e-08,    79.7,    -0.4,     0.0,     0.0,     0.0,    45.3,     0.3,     0.0,    34.5
3504.857433, 0.023200, 7.131707e-07, 1.002079e-08,    82.7,    -0.3,     0.0,     0.0,     0.0,    47.1,     0.3,     0.0,    35.6
3651.163639, 0.023200, 7.132891e-07, 1.002310e-08,    86.4,    -0.4,     0.0,     0.0,     0.0,    49.1,     0.3,     0.0,    37.4
3797.464556, 0.023200, 7.132891e-07, 1.002310e-08,    89.6,    -0.3,     0.0,     0.0,     0.0,    50.9,     0.3,     0.0,    38.7
3943.838259, 0.023200, 7.134073e-07, 1.002541e-08,    93.1,    -0.4,     0.0,     0.0,     0.0,    52.9,     0.3,     0.0,    40.2
4090.206675, 0.023200, 7.134073e-07, 1.002541e-08,    96.3,    -0.3,     0.0,     0.0,     0.0,    54.7,     0.4,     0.0,    41.5
4236.647875, 0.023200, 7.135256e-07, 1.002772e-08,    99.8,    -0.4,     0.0,     0.0,     0.0,    56.7,     0.4,     0.0,    43.0
4383.083791, 0.023200, 7.135256e-07, 1.002772e-08,   102.8,    -0.3,     0.0,     0.0,     0.0,    58.6,     0.4,     0.0,    44.2
4529.519706, 0.023200, 7.135256e-07, 1.002772e-08,   106.3,    -0.1,     0.0,     0.0,     0.0,    60.4,     0.4,     0.0,    45.7
4675.955622, 0.023200, 7.135256e-07, 1.002772e-08,   109.4,    -0.0,     0.0,     0.0,     0.0,    62.2,     0.4,     0.0,    46.8
4822.464319, 0.023200, 7.136437e-07, 1.003003e-08,   112.9,    -0.4,     0.0,     0.0,     0.0,    64.4,     0.4,     0.0,    48.3
4968.967736, 0.023200, 7.136437e-07, 1.003003e-08,   115.9,    -0.3,     0.0,     0.0,     0.0,    66.3,     0.4,     0.0,    49.4
5115.471152, 0.023200, 7.136437e-07, 1.003003e-08,   119.1,    -0.2,     0.0,     0.0,     0.0,    68.1,     0.4,     0.0,    50.7
5261.974568, 0.023200, 7.136437e-07, 1.003003e-08,   122.3,    -0.0,     0.0,     0.0,     0.0,    69.9,     0.5,     0.0,    52.0
5408.550763, 0.023200, 7.137619e-07, 1.003234e-08,   125.6,    -0.2,     0.0,     0.0,     0.0,    71.9,     0.5,     0.0,    53.4
