Clock, Solids Loading, Box Size, AAR, RT Clock, Not accounted for, CheckForPolymerTangles, Stage One, Stage Two, RunSimulation, CalcParticleBrownianMotion, CalcPolymerBrownianMotion, NudgeParticles
0.000000, 0.023200, 7.121042e-07, 1.000000e-08,     1.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.5
145.698759, 0.023200, 7.122229e-07, 1.000231e-08,     5.2,    -0.1,     0.0,     0.0,     0.0,     2.1,     0.0,     0.0,     3.2
291.465010, 0.023200, 7.123415e-07, 1.000462e-08,     8.7,    -0.6,     0.0,     0.0,     0.0,     4.5,     0.0,     0.0,     4.9
437.298755, 0.023200, 7.124601e-07, 1.000693e-08,    12.3,    -1.2,     0.0,     0.0,     0.0,     6.9,     0.0,     0.0,     6.6
583.199993, 0.023200, 7.125786e-07, 1.000924e-08,    15.9,    -1.5,     0.0,     0.0,     0.0,     9.1,     0.1,     0.0,     8.2
729.168724, 0.023200, 7.126971e-07, 1.001155e-08,    19.4,    -2.1,     0.0,     0.0,     0.0,    11.5,     0.1,     0.0,     9.9
875.204950, 0.023200, 7.128156e-07, 1.001386e-08,    23.1,    -2.4,     0.0,     0.0,     0.0,    13.7,     0.1,     0.0,    11.8
1021.235873, 0.023200, 7.128156e-07, 1.001386e-08,    26.7,    -2.3,     0.0,     0.0,     0.0,    15.5,     0.1,     0.0,    13.4
1167.339593, 0.023200, 7.129340e-07, 1.001617e-08,    30.4,    -2.8,     0.0,     0.0,     0.0,    17.9,     0.1,     0.0,    15.3
1313.510808, 0.023200, 7.130524e-07, 1.001848e-08,    33.7,    -3.0,     0.0,     0.0,     0.0,    19.9,     0.1,     0.0,    16.6
1459.676727, 0.023200, 7.130524e-07, 1.001848e-08,    36.6,    -2.9,     0.0,     0.0,     0.0,    21.7,     0.1,     0.0,    17.7
1605.842646, 0.023200, 7.130524e-07, 1.001848e-08,    39.7,    -2.8,     0.0,     0.0,     0.0,    23.4,     0.1,     0.0,    18.9
1752.081357, 0.023200, 7.131707e-07, 1.002079e-08,    43.4,    -3.3,     0.0,     0.0,     0.0,    25.8,     0.2,     0.0,    20.8
1898.314775, 0.023200, 7.131707e-07, 1.002079e-08,    46.5,    -3.2,     0.0,     0.0,     0.0,    27.6,     0.2,     0.0,    22.0
2044.548192, 0.023200, 7.131707e-07, 1.002079e-08,    49.6,    -3.1,     0.0,     0.0,     0.0,    29.3,     0.2,     0.0,    23.2
2190.781610, 0.023200, 7.131707e-07, 1.002079e-08,    52.5,    -3.0,     0.0,     0.0,     0.0,    31.1,     0.2,     0.0,    24.3
2337.015027, 0.023200, 7.131707e-07, 1.002079e-08,    55.7,    -2.9,     0.0,     0.0,     0.0,    32.9,     0.2,     0.0,    25.5
2483.321234, 0.023200, 7.132891e-07, 1.002310e-08,    59.3,    -3.2,     0.0,     0.0,     0.0,    35.1,     0.2,     0.0,    27.2
2629.622151, 0.023200, 7.132891e-07, 1.002310e-08,    62.2,    -3.1,     0.0,     0.0,     0.0,    36.9,     0.2,     0.0,    28.2
2775.923067, 0.023200, 7.132891e-07, 1.002310e-08,    65.3,    -3.0,     0.0,     0.0,     0.0,    38.6,     0.2,     0.0,    29.4
2922.223984, 0.023200, 7.132891e-07, 1.002310e-08,    68.6,    -2.9,     0.0,     0.0,     0.0,    40.3,     0.3,     0.0,    30.9
3068.597687, 0.023200, 7.134073e-07, 1.002541e-08,    72.0,    -3.0,     0.0,     0.0,     0.0,    42.3,     0.3,     0.0,    32.4
3215.038887, 0.023200, 7.135256e-07, 1.002772e-08,    75.5,    -3.3,     0.0,     0.0,     0.0,    44.5,     0.3,     0.0,    34.1
3361.547584, 0.023200, 7.136437e-07, 1.003003e-08,    78.6,    -3.4,     0.0,     0.0,     0.0,    46.4,     0.3,     0.0,    35.3
3508.123779, 0.023200, 7.137619e-07, 1.003234e-08,    81.9,    -3.8,     0.0,     0.0,     0.0,    48.6,     0.3,     0.0,    36.8
3654.694696, 0.023200, 7.137619e-07, 1.003234e-08,    85.1,    -3.7,     0.0,     0.0,     0.0,    50.4,     0.3,     0.0,    38.0
3801.265614, 0.023200, 7.137619e-07, 1.003234e-08,    88.0,    -3.5,     0.0,     0.0,     0.0,    52.1,     0.3,     0.0,    39.1
3947.836531, 0.023200, 7.137619e-07, 1.003234e-08,    91.2,    -3.4,     0.0,     0.0,     0.0,    53.9,     0.3,     0.0,    40.4
4094.480224, 0.023200, 7.138800e-07, 1.003465e-08,    94.7,    -3.5,     0.0,     0.0,     0.0,    55.8,     0.4,     0.0,    42.0
4241.191417, 0.023200, 7.139981e-07, 1.003696e-08,    98.0,    -3.6,     0.0,     0.0,     0.0,    57.8,     0.4,     0.0,    43.5
4387.897337, 0.023200, 7.139981e-07, 1.003696e-08,   101.1,    -3.5,     0.0,     0.0,     0.0,    59.6,     0.4,     0.0,    44.7
4534.603258, 0.023200, 7.139981e-07, 1.003696e-08,   104.3,    -3.4,     0.0,     0.0,     0.0,    61.3,     0.4,     0.0,    46.1
4681.309178, 0.023200, 7.139981e-07, 1.003696e-08,   107.8,    -3.3,     0.0,     0.0,     0.0,    63.0,     0.4,     0.0,    47.6
